	StationID	YEAR	MONTH	ELEMENT	VALUE	DAY	Snow (inches)	Season	Latitude	Longitude	Elevation	State	StationName	GSN_Flag	HCN_CRN_Flag	WMO_ID	CountryCode	CountryName	StateName
151	USW00014942	1949	2	SNOW	3	2	0.11811023622047245	48-49	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
151	USW00014942	1949	2	SNOW	163	12	6.417322834645669	48-49	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
151	USW00014942	1949	2	SNOW	18	13	0.7086614173228347	48-49	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
151	USW00014942	1949	2	SNOW	97	14	3.818897637795276	48-49	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
151	USW00014942	1949	2	SNOW	23	26	0.9055118110236221	48-49	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
163	USW00014942	1949	3	SNOW	10	8	0.3937007874015748	48-49	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
163	USW00014942	1949	3	SNOW	5	9	0.1968503937007874	48-49	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
163	USW00014942	1949	3	SNOW	10	14	0.3937007874015748	48-49	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
163	USW00014942	1949	3	SNOW	3	17	0.11811023622047245	48-49	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
163	USW00014942	1949	3	SNOW	10	19	0.3937007874015748	48-49	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
177	USW00014942	1949	4	SNOW	53	14	2.0866141732283467	48-49	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
267	USW00014942	1949	12	SNOW	8	8	0.31496062992125984	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
267	USW00014942	1949	12	SNOW	8	9	0.31496062992125984	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
267	USW00014942	1949	12	SNOW	3	21	0.11811023622047245	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
267	USW00014942	1949	12	SNOW	13	22	0.5118110236220472	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
280	USW00014942	1950	1	SNOW	20	3	0.7874015748031497	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
280	USW00014942	1950	1	SNOW	5	13	0.1968503937007874	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
280	USW00014942	1950	1	SNOW	25	19	0.984251968503937	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
280	USW00014942	1950	1	SNOW	3	24	0.11811023622047245	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
280	USW00014942	1950	1	SNOW	135	25	5.31496062992126	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
280	USW00014942	1950	1	SNOW	64	30	2.5196850393700787	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
294	USW00014942	1950	2	SNOW	91	12	3.582677165354331	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
294	USW00014942	1950	2	SNOW	117	13	4.606299212598426	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
294	USW00014942	1950	2	SNOW	5	14	0.1968503937007874	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
294	USW00014942	1950	2	SNOW	18	23	0.7086614173228347	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
294	USW00014942	1950	2	SNOW	3	24	0.11811023622047245	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
309	USW00014942	1950	3	SNOW	15	7	0.5905511811023623	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
309	USW00014942	1950	3	SNOW	20	10	0.7874015748031497	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
309	USW00014942	1950	3	SNOW	18	18	0.7086614173228347	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
309	USW00014942	1950	3	SNOW	25	19	0.984251968503937	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
309	USW00014942	1950	3	SNOW	10	20	0.3937007874015748	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
309	USW00014942	1950	3	SNOW	51	21	2.0078740157480315	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
322	USW00014942	1950	4	SNOW	18	12	0.7086614173228347	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
322	USW00014942	1950	4	SNOW	25	28	0.984251968503937	49-50	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
397	USW00014942	1950	11	SNOW	3	3	0.11811023622047245	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
397	USW00014942	1950	11	SNOW	23	19	0.9055118110236221	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
408	USW00014942	1950	12	SNOW	8	2	0.31496062992125984	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
408	USW00014942	1950	12	SNOW	30	5	1.1811023622047245	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
408	USW00014942	1950	12	SNOW	3	7	0.11811023622047245	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
421	USW00014942	1951	1	SNOW	74	2	2.9133858267716537	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
421	USW00014942	1951	1	SNOW	51	20	2.0078740157480315	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
421	USW00014942	1951	1	SNOW	30	31	1.1811023622047245	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
433	USW00014942	1951	2	SNOW	25	12	0.984251968503937	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
433	USW00014942	1951	2	SNOW	8	15	0.31496062992125984	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
447	USW00014942	1951	3	SNOW	20	2	0.7874015748031497	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
447	USW00014942	1951	3	SNOW	38	10	1.4960629921259843	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
447	USW00014942	1951	3	SNOW	89	11	3.5039370078740157	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
447	USW00014942	1951	3	SNOW	5	12	0.1968503937007874	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
447	USW00014942	1951	3	SNOW	28	17	1.1023622047244095	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
447	USW00014942	1951	3	SNOW	25	18	0.984251968503937	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
447	USW00014942	1951	3	SNOW	28	23	1.1023622047244095	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
447	USW00014942	1951	3	SNOW	3	31	0.11811023622047245	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
461	USW00014942	1951	4	SNOW	23	11	0.9055118110236221	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
461	USW00014942	1951	4	SNOW	5	12	0.1968503937007874	50-51	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
536	USW00014942	1951	11	SNOW	10	16	0.3937007874015748	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
536	USW00014942	1951	11	SNOW	3	17	0.11811023622047245	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
536	USW00014942	1951	11	SNOW	15	25	0.5905511811023623	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
548	USW00014942	1951	12	SNOW	10	8	0.3937007874015748	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
548	USW00014942	1951	12	SNOW	20	11	0.7874015748031497	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
548	USW00014942	1951	12	SNOW	122	13	4.803149606299213	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
548	USW00014942	1951	12	SNOW	130	14	5.118110236220473	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
548	USW00014942	1951	12	SNOW	10	15	0.3937007874015748	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
548	USW00014942	1951	12	SNOW	13	16	0.5118110236220472	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
548	USW00014942	1951	12	SNOW	69	17	2.716535433070866	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
548	USW00014942	1951	12	SNOW	51	20	2.0078740157480315	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
559	USW00014942	1952	1	SNOW	97	4	3.818897637795276	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
559	USW00014942	1952	1	SNOW	8	21	0.31496062992125984	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
573	USW00014942	1952	2	SNOW	10	14	0.3937007874015748	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
573	USW00014942	1952	2	SNOW	13	22	0.5118110236220472	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
573	USW00014942	1952	2	SNOW	33	29	1.299212598425197	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
585	USW00014942	1952	3	SNOW	66	2	2.598425196850394	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
585	USW00014942	1952	3	SNOW	51	7	2.0078740157480315	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
585	USW00014942	1952	3	SNOW	8	9	0.31496062992125984	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
585	USW00014942	1952	3	SNOW	8	10	0.31496062992125984	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
585	USW00014942	1952	3	SNOW	81	21	3.188976377952756	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
585	USW00014942	1952	3	SNOW	130	22	5.118110236220473	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
585	USW00014942	1952	3	SNOW	8	23	0.31496062992125984	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
599	USW00014942	1952	4	SNOW	41	9	1.6141732283464567	51-52	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
689	USW00014942	1952	11	SNOW	13	24	0.5118110236220472	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
689	USW00014942	1952	11	SNOW	170	25	6.692913385826772	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
689	USW00014942	1952	11	SNOW	13	26	0.5118110236220472	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
689	USW00014942	1952	11	SNOW	15	29	0.5905511811023623	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
706	USW00014942	1952	12	SNOW	84	1	3.3070866141732287	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
706	USW00014942	1952	12	SNOW	8	13	0.31496062992125984	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
706	USW00014942	1952	12	SNOW	43	19	1.6929133858267718	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
706	USW00014942	1952	12	SNOW	8	20	0.31496062992125984	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
706	USW00014942	1952	12	SNOW	76	22	2.9921259842519685	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
722	USW00014942	1953	1	SNOW	25	5	0.984251968503937	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
722	USW00014942	1953	1	SNOW	25	6	0.984251968503937	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
722	USW00014942	1953	1	SNOW	20	15	0.7874015748031497	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
722	USW00014942	1953	1	SNOW	33	19	1.299212598425197	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
722	USW00014942	1953	1	SNOW	20	20	0.7874015748031497	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
722	USW00014942	1953	1	SNOW	61	22	2.4015748031496065	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
739	USW00014942	1953	2	SNOW	20	11	0.7874015748031497	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
739	USW00014942	1953	2	SNOW	3	14	0.11811023622047245	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
739	USW00014942	1953	2	SNOW	69	15	2.716535433070866	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
739	USW00014942	1953	2	SNOW	33	16	1.299212598425197	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
739	USW00014942	1953	2	SNOW	5	20	0.1968503937007874	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
739	USW00014942	1953	2	SNOW	38	25	1.4960629921259843	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
739	USW00014942	1953	2	SNOW	3	28	0.11811023622047245	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
757	USW00014942	1953	3	SNOW	41	1	1.6141732283464567	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
757	USW00014942	1953	3	SNOW	5	2	0.1968503937007874	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
757	USW00014942	1953	3	SNOW	3	4	0.11811023622047245	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
757	USW00014942	1953	3	SNOW	20	7	0.7874015748031497	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
774	USW00014942	1953	4	SNOW	13	15	0.5118110236220472	52-53	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
881	USW00014942	1953	12	SNOW	5	13	0.1968503937007874	53-54	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
881	USW00014942	1953	12	SNOW	5	16	0.1968503937007874	53-54	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
894	USW00014942	1954	1	SNOW	8	13	0.31496062992125984	53-54	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
894	USW00014942	1954	1	SNOW	3	20	0.11811023622047245	53-54	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
894	USW00014942	1954	1	SNOW	23	25	0.9055118110236221	53-54	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
894	USW00014942	1954	1	SNOW	38	26	1.4960629921259843	53-54	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
910	USW00014942	1954	2	SNOW	48	25	1.8897637795275593	53-54	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
924	USW00014942	1954	3	SNOW	3	2	0.11811023622047245	53-54	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
924	USW00014942	1954	3	SNOW	36	12	1.4173228346456694	53-54	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
924	USW00014942	1954	3	SNOW	23	13	0.9055118110236221	53-54	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
924	USW00014942	1954	3	SNOW	13	29	0.5118110236220472	53-54	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
1050	USW00014942	1954	12	SNOW	13	8	0.5118110236220472	54-55	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
1050	USW00014942	1954	12	SNOW	5	27	0.1968503937007874	54-55	41.3103	-95.8992	299.3	NE	OMAHA EPPLEY AIRFIELD			72550.0	US	United States	NEBRASKA
